"name,""Actor"",""Gender"",""Hair"",""Age"",""Occupation"",""Family"",""First Appearance"",""Last Appearance"",""Cause of Death"",""Cause of Death"",""Status"",""Series Lifespan"",""Ethnicity"""
"Duane Jones,""Adrian Kali Turner"",""Male"",""Black"",""12-14"",""Middle School Student "",""Morgan Jones - FatherJenny Jones - Mother "",""""""Days Gone Bye"""""",""""""Bury Me Here"""" "",""A New Beginning"",""Bitten by Jenny Jones, then succumbed to the infection."",""Undead"",""	    """"Days Gone Bye"""""",""African-American"""
"Paula,""Kelley Davis"",""Female"",""Auburn"",""Early to mid 30s"",""Unknown"",""Tom - HusbandUnnamed - Child/Children"",""""""Bloodletting"""" "",""""""Bloodletting"""" "",""A New Beginning"","""",""Unknown"","""",""Caucasian-American"""
"Glenn Rhee,""Steven Yeun"",""Male"",""Black"",""Mid 20s"",""Pizza Delivery Boy Supply Runner for the Atlanta Survivor Group  Former Prison Council Member Former Supply runner for the prison   Supply Runner for the Alexandria Safe-Zone "",""Maggie Rhee - Former Wife - SistersHershel Greene - Father-In-Law Beth Greene - Sister-In-Law   Shawn Greene - Step-Brother-In-Law Josephine Greene - Mother-In-Law Hershel Rhee - Son"",""""""Days Gone Bye"""" """"Guts"""""",""""""What Comes After"""" "",""After "",""Head smashed by Negan using his baseball bat, Lucille."",""Dead"",""	    """"Days Gone Bye"""" to """"The Day Will Come When You Won't Be"""""",""Korean-American"""
"Theodore ""T-Dog"" Douglas,""IronE Singleton"",""Male"",""Black"",""Mid 30s"",""Former College Football Player Supply Runner for the Atlanta Camp "",""Unknown"",""""""Guts"""""",""""""What Comes After"""" "",""Always Accountable "",""Bitten and later devoured by walkers in order to save Carol Peletier"",""Dead"",""	    """"Guts"""" to """"Killer Within"""""",""African-American"""
"Dale Horvath,""Jeffrey DeMunn"",""Male"",""White/Gray"",""64"",""Pensioner "",""Irma Horvath - Wife Unborn Child  "",""""""Days Gone Bye"""""",""""""What Comes After"""" "",""Always Accountable "",""Disemboweled by a walker on Hershel Greene's farm. Shot in the head by Daryl Dixon. "",""Dead"",""	    """"Days Gone Bye"""" to """"Judge, Jury, Executioner"""""",""Caucasian-American"""
"Jacqui,""Jeryl Prescott Sales"",""Female"",""Black"",""Early to late 40s"",""Zoning Department Worker Supply Runner for the Atlanta Camp "","" - Brothers - Mother "",""""""Guts"""""",""""""Hounded"""" "",""Always Accountable "",""Release of HITs by Vi due to power failure "",""Dead"",""	    """"Guts"""" to """"TS-19"""""",""African-American"""
"Jim,""Andrew Rothenberg"",""Male"",""Dark brown"",""Early to mid 40s"",""Auto Mechanic "","" - Former Wife  - Son   - Son "",""""""Guts"""""",""""""What Comes After"""" "",""Beside the Dying Fire"",""Bitten by a walker and left to reanimate."",""Undead"",""	    """"Guts"""" to """"Wildfire"""""",""Caucasian-American"""
"Daryl Dixon,""Norman Reedus"",""Male"",""Brown"",""Mid to Late 40s"",""Former Hunter for the Atlanta Survivor Group Former Prison Council Member Former Recruiter for the Alexandria Safe-Zone Member of the Militia Former Leader of the Sanctuary "",""Merle Dixon - Brother Will Dixon - Father  - Mother Jess Collins - Half-Uncle Dog - Pet"",""""""Tell It to the Frogs"""""","""",""Beside the Dying Fire"","""",""Alive"",""	    """"Tell It to the Frogs"""" to Present"",""Caucasian-American"""
"Merle Dixon,""Michael Rooker"",""Male"",""Brown   "",""Early to mid 50s"",""Former Military Serviceman Former Drug Dealer and President of the Savage Sons Motorcycle Club Former Supply Runner for the Atlanta Camp Former Woodbury Guard Former Lieutenant of the Woodbury Army "",""Daryl Dixon - BrotherWill Dixon - Father  - Mother Jess Collins - Half-Uncle "",""""""Guts"""""",""""""What Comes After"""" "",""Better Angels"",""Shot in the heart by The Governor. Repeatedly stabbed in the head by Daryl Dixon. "",""Dead"",""	    """"Guts"""" to """"This Sorrowful Life"""""",""Caucasian-American"""
"Carol Peletier,""Melissa McBride"",""Female"",""Gray"",""Late 40s to Early 50s"",""Housewife Former Prison Council Member Former Cook for the Alexandria Safe-Zone Former Soldier for the Kingdom Former Member of the Militia Former Leader of the Sanctuary Co-Leader of the Kingdom "",""Ed Peletier - Former Husband Sophia Peletier - Daughter Lizzie Samuels - Adopted Daughter Mika Samuels - Adopted Daughter Tobin - Ex-Boyfriend Ezekiel - HusbandHenry - Adopted Son - Brother-in-Law - Grandmother "",""""""Tell It to the Frogs"""""","""",""Better Angels"","""",""Alive"",""	    """"Tell It to the Frogs"""" to Present"",""Caucasian-American"""
"Sophia Peletier,""Madison Lintz"",""Female"",""Strawberry Blonde"",""12"",""Assumed Secondary School Student "",""Carol Peletier - MotherEd Peletier - Father  - UncleEzekiel - Step-Father"",""""""Tell It to the Frogs"""""",""""""What Comes After"""" "",""Bury Me Here"",""Bitten on the shoulder by a walker and died of theinfection. Shot in the head by Rick Grimes. "",""Dead"",""	    """"Tell It to the Frogs"""" to """"What Lies Ahead"""""",""Caucasian-American"""
"Ed Peletier,""Adam Minarovich"",""Male"",""White Gray"",""Mid 40s"",""Unknown"",""Carol Peletier - Former WifeSophia Peletier - Daughter  - Brother"",""""""Tell It to the Frogs"""""",""""""Chupacabra"""" "",""Bury Me Here"",""Devoured by walkers. Pick-axed in the head repeatedly by Carol Peletier. "",""Dead"",""	    """"Tell It to the Frogs"""" to """"Vatos"""""",""Caucasian-American"""
"Morales,""Juan Gabriel Pareja"",""Male"",""Black"",""Early 40s"",""Former Supply Runner for the Atlanta Survivor Camp "",""Miranda Morales - Wife Eliza Morales - Daughter Louis Morales - Son "",""""""Guts"""""",""""""Monsters"""""",""Claimed"",""Shot in the head with a crossbow bolt by Daryl Dixon."",""Dead"",""	    """"Guts"""" to """"Monsters"""""",""Hispanic-American"""
"Miranda Morales,""Viviana Chavez-Vega"",""Female"",""Black"",""Early to mid 30s"",""Unknown"",""Morales - Husband Eliza Morales - Daughter Louis Morales - Son "",""""""Tell It to the Frogs"""""",""""""The Damned"""" "",""Claimed"",""Unknown"",""Dead"",""	    """"Tell It to the Frogs"""" to """"Wildfire"""""",""Hispanic-American"""
"Louis Morales,""Noah Lomax"",""Male"",""Brown"",""7-9"",""Assumed Elementary School Student "",""Morales - Father  Miranda Morales - Mother Eliza Morales - Sister "",""""""Tell It to the Frogs"""""",""""""Wildfire"""""",""Clear "",""Unknown"",""Dead"",""	    """"Tell It to the Frogs"""" to """"Wildfire"""""",""Hispanic-American"""
"Eliza Morales,""Maddie Lomax"",""Female"",""Black"",""10-12"",""Assumed Elementary School Student "",""Morales - Father  Miranda Morales - Mother Louis Morales - Brother "",""""""Tell It to the Frogs"""""",""""""Wildfire"""""",""Coda"",""Unknown"",""Dead"",""	    """"Tell It to the Frogs"""" to """"Wildfire"""""",""Hispanic-American"""
"Andrea,""Laurie Holden"",""Female"",""Blonde"",""36 37 "",""Civil rights lawyer Former Supply Runner for the Atlanta Camp Former Woodbury Guard "",""Amy - Sister Philip Blake - Ex-Boyfriend "",""""""Guts"""""",""""""Welcome to the Tombs"""""",""Coda"",""Bitten on the neck by a zombified Milton Mamet. Self-inflicted gunshot to the head. "",""Dead"",""	    """"Guts"""" to """"Welcome to the Tombs"""""",""Caucasian-American"""
"Amy,""Emma Bell"",""Female"",""Blonde"",""24"",""College Student "",""Andrea - Sister "",""""""Days Gone Bye"""""",""""""What Comes After"""" "",""Coda"",""Bitten by a walker Shot in the head by Andrea "",""Dead"",""	    """"Days Gone Bye"""" to """"Vatos"""""",""Caucasian-American"""
"Guillermo,""Neil Brown Jr."",""Male"",""Black"",""Late 20s to early 30s"",""Custodian Leader of the Vatos gang "",""Unknown"",""""""Vatos"""""",""""""Vatos"""""",""Coda"","""",""Dead"",""	    """"Vatos"""""",""Hispanic-American"""
"Jorge,""James Gonzaba"",""Male"",""Black"",""Mid to late 20s"",""Unknown"",""Unknown"",""""""Vatos"""""",""""""Vatos"""""",""Conquer"",""Unknown."",""Dead"","""",""Hispanic American"""
"Mr. Gilbert,""Unknown"",""Male"",""Gray"",""Early to mid 70s"",""Unknown"",""Unknown"",""""""Vatos"""""",""""""Vatos"""""",""Conquer"",""Unknown."",""Dead"","""",""African-American"""
"Felipe,""Noel Gugliemi"",""Male"",""Black"",""Early to mid 30s"",""Nurse Special care provider "",""Abuela - Grandmother Miguel - Cousin "",""""""Vatos"""""",""""""Vatos"""""",""Days Gone Bye"",""Unknown."",""Dead"",""	    """"Vatos"""""",""Hispanic-American"""
"Miguel,""Anthony Guajardo"",""Male"",""Brown"",""Mid to Late Teens"",""Assumed school student "",""Abuela - Grandmother Felipe - Cousin "",""""""Vatos"""""",""""""Vatos"""""",""Days Gone Bye"",""Unknown."",""Dead"",""	    """"Vatos"""""",""Hispanic-American"""
"Vi,""Judi M. Durand "",""None "","""","""","""","""",""""""Wildfire"""""",""""""TS-19"""""",""Dead or Alive Or"",""Due to power failure, it deploys HITs."",""Destroyed"",""	    """"Wildfire"""" to """"TS-19"""""","""""
"Edwin Jenner,""Noah Emmerich"",""Male"",""Blond"",""Mid 40s"",""Virologist for the CDC "",""Candace Jenner - Former Wife "",""""""Wildfire"""""",""""""TS-19"""""",""Dead Weight"",""Detonation of HITs by Vi due to power failure "",""Dead"",""	    """"Wildfire"""" to """"TS-19"""""",""Caucasian-American"""
"Candace Jenner,""Claire Bronson"",""Female"",""Red"",""34"",""Head Scientist of the CDC "",""Edwin Jenner - Former Husband "",""""""TS-19"""" "",""""""TS-19"""" "",""Dead Weight"",""Fever from infection Shot in the head by Edwin Jenner "",""Dead"","""",""Caucasian-American"""
"Maggie Rhee,""Lauren Cohan"",""Female"",""Dark Brown"",""22  23 24 25 31 "",""College Student Farm Hand on the Greene Family Farm Former Supply Runner for the prison Former Govern Assistant for the Alexandria Safe-Zone Former Leader of the Hilltop Colony Former Co-Leader of the Militia "",""Glenn Rhee - Former Husband Hershel Rhee - SonHershel Greene - Father Josephine Greene - Mother Annette Greene - Step-Mother Beth Greene - Half-Sister Shawn Greene - Step-Brother Arnold Greene - Cousin  - Sisters-In-Law"",""""""Bloodletting"""""",""""""What Comes After"""""",""Dead Weight"","""",""Alive"",""	    """"Bloodletting"""" to """"What Comes After"""""",""Irish-American"""
"Hershel Rhee,""Ethan Charles Peyton Lockridge "",""Male"",""Black"",""1[1] 7 "","""",""Maggie Rhee - MotherGlenn Rhee - Father Hershel Greene - Grandfather Josephine Greene - Grandmother Annette Greene - Step-Grandmother Beth Greene - Aunt Shawn Greene - Step-Uncle Arnold Greene - Cousin  - Aunts"",""""""Knots Untie"""" """"The Day Will Come When You Won't Be"""" """"A New Beginning"""""",""""""The Obliged"""""",""Death Episode"","""",""Alive"",""	    """"A New Beginning"""" to """"The Obliged"""""",""Irish/Korean-American"""
"Beth Greene,""Emily Kinney"",""Female"",""Blonde"",""16 17 17-18 "",""High school student Farm hand Dawn Lerner's ward at Grady Memorial Hospital "",""Hershel Greene - Father  Annette Greene - Mother Maggie Rhee - Half-SisterShawn Greene - Half-Brother Arnold Greene - Cousin Glenn Rhee - Brother-in-Law Jimmy - Former Boyfriend Zach - Former Boyfriend   - Grandfather Hershel Rhee - Nephew"",""""""Bloodletting"""""",""""""What Comes After"""" "",""Do Not Send Us Astray"",""Accidentally shot in the head by Dawn Lerner"",""Dead"",""	    """"Bloodletting"""" to """"Coda"""""",""Irish-American"""
"Hershel Greene,""Scott Wilson"",""Male"",""White"",""Early to Mid 70s"",""Veterinarian Group Medic Former Prison Council Member "",""Josephine Greene - Former Wife Annette Greene - Former Wife Maggie Rhee - DaughterBeth Greene - Daughter   Shawn Greene - Stepson Arnold Greene - Nephew Glenn Rhee - Son-In-Law  - Father Hershel Rhee - Grandson Nelly - Pet"",""""""Bloodletting"""""",""""""What Comes After"""" "",""Do Not Send Us Astray"",""Decapitated by the Governor Stabbed in the head by Michonne "",""Dead"",""	    """"Bloodletting"""" to """"Too Far Gone"""""",""Irish-American"""
"Annette Greene,""Amber Chaney"",""Female"",""Brown"",""Mid to late 50s"",""Farm hand "",""Hershel Greene - Former Husband Shawn Greene - Son Beth Greene - Daughter Maggie Rhee - Step-DaughterHershel Rhee - Step-Grandson"",""""""Save the Last One "",""""""18 Miles Out"""" "",""Do Not Send Us Astray"",""Killed by walkers Scythe through the head by Andrea "",""Dead"","""",""Caucasian-American"""
"Shawn Greene,""Travis Charpentier"",""Male"",""Brown"",""Late teens to early 20s"",""Assumed school student Farm hand "",""Hershel Greene - Step-Father Annette Greene - Mother Beth Greene - Half-Sister Maggie Rhee - Step-SisterGlenn Rhee - Step-Brother-In-Law Arnold Greene - Step-Cousin Hershel Rhee - Step-Nephew"",""""""Save the Last One"""" "",""""""18 Miles Out"""" "",""Do Not Send Us Astray"",""Bitten by walkers Shot in the head by Shane, Andrea or T-Dog. "",""Dead"","""",""Irish-American"""
"Arnold Greene,""Tony Gowell"",""Male"",""Light brown"",""Mid 20s"",""Unknown"",""Hershel Greene - Uncle  Maggie Rhee - CousinBeth Greene - Cousin Shawn Greene - Step-Cousin Josephine Greene - Aunt Hershel Rhee - Cousin"",""""""Chupacabra"""" "",""""""Nebraska"""" "",""Do Not Send Us Astray"",""Bitten by a walker Shot in the head by Shane, T-Dog or Andrea  "",""Dead"","""",""Caucasian-American"""
"Josephine Greene,""Jewel Wilson"",""Female"",""Unknown"",""40s to 50s"",""Farm Hand "",""Hershel Greene - Former Husband Maggie Rhee - DaughterGlenn Rhee - Son-in-law Arnold Greene - Nephew  Hershel Rhee - Grandson"",""""""Bloodletting "",""""""Judge, Jury, Executioner "",""Do Not Send Us Astray"",""Unknown"",""Dead"","""",""Caucasian-American"""
"Patricia,""Jane McNeill"",""Female"",""Dirty Blonde"",""Mid to late 40s"",""Farm Hand Veterinary Assistant Group Nurse "",""Otis - Former Husband "",""""""Bloodletting"""""",""""""Beside the Dying Fire"""""",""Do Not Send Us Astray"",""Devoured by walkers while trying to escape the farm."",""Dead"",""	    """"Bloodletting"""" to """"Beside the Dying Fire"""""",""Caucasian-American"""
"Otis,""Pruitt Taylor Vince"",""Male"",""Brown/Gray"",""Late 40s to Early 50s"",""Farm Hand  Volunteer Emergency Medical Technician Hunter "",""Patricia - Former Wife "",""""""Bloodletting"""""",""""""What Comes After"""" "",""Do Not Send Us Astray"",""Shot in the leg by Shane Walsh and left to be devoured by walkers."",""Dead"",""	    """"What Lies Ahead""""  to """"Save the Last One"""""",""Caucasian-American"""
"Jimmy,""James Allen McCune"",""Male"",""Brown"",""17"",""High School Student   Farm Hand "",""Beth Greene - Former Girlfriend  "",""""""Bloodletting"""""",""""""What Comes After"""" "",""Do Not Send Us Astray"",""Devoured by walkers"",""Dead"",""	    """"Bloodletting"""" to """"Beside the Dying Fire"""""",""Caucasian-American"""
"Nate,""Phillip DeVona"",""Male"",""Brown"",""Late 20s to early 30s"",""Unknown"",""Unknown"",""""""Triggerfinger"""""",""""""Triggerfinger"""""",""Do Not Send Us Astray"","""",""Unknown"",""	    """"Triggerfinger"""""",""Caucasian-American"""
"Randall Culver,""Michael Zegen"",""Male"",""Brown"",""20"",""Possibly college Student Benched High-School Varsity Baseball Player "","" - Mother  - Brother "",""""""Triggerfinger"""""",""""""Better Angels"""""",""Do Not Send Us Astray"",""Neck snapped by Shane Walsh Impaled in the head by Glenn Rhee "",""Dead"",""	    """"Triggerfinger"""" to """"Better Angels"""""",""Caucasian-American"""
"Sean,""Keedar Whittle"",""Male"",""Black"",""Late 20s"",""Unknown"",""Willie - Brother "",""""""Triggerfinger"""""",""""""Triggerfinger"""""",""East"",""Shot in the chest by Hershel Greene, then devoured by walkers."",""Dead"","""",""African-American"""
"Dave,""Michael Raymond James"",""Male"",""Dark brown"",""Late 20s to early 30s"",""Unknown"",""Unknown"",""""""Nebraska"""""",""""""Triggerfinger"""" "",""East"",""Shot in the head by Rick Grimes"",""Dead"","""",""Caucasian-American"""
"Terry,""Brandon Fobbs Theshay West "",""Male"",""Black"",""Early 30s"",""Unknown"",""Unknown"",""""""Beside the Dying Fire"""" "",""""""Try"""" "",""Evolution"",""Infection. Burned by the Governor. "",""Dead"","""",""African-American"""
"Michonne,""Danai Gurira Unknown Stand-In "",""Female"",""Brown"",""Late 30s to Early 40s"",""Former Constable of the Alexandria Safe-Zone Leader of the Alexandria Safe-Zone Co-Leader of the Militia  Head of Security for the Alexandria Safe-Zone Councilmember for the Alexandria Safe-Zone "",""Mike - Former Boyfriend Rick Grimes - Former BoyfriendAndre Anthony - Son Carl Grimes - Stepson Judith Grimes - Adopted DaughterRick Grimes Jr. - SonFlame - Pet "",""""""Beside the Dying Fire"""""","""",""First Time Again"","""",""Alive"",""	    """"Beside the Dying Fire"""" to Present"",""African-American"""
"Mike,""Aldis Hodge Moses J. Moseley "",""Male"",""Black"",""Early 30s"","""",""Michonne - Former GirlfriendAndre Anthony - Son "",""""""Beside the Dying Fire"""" "",""""""Try"""" "",""Forget"",""Died of infection brought on by numerous zombie bites. Burned by the Governor. "",""Dead"","""",""African-American"""
"Andre Anthony,""Unknown"",""Male"",""Brown"",""3"","""",""Mike - Father Michonne - MotherRick Grimes Jr. - Half-Brother"",""""""After"""" "",""""""After"""" "",""Four Walls and a Roof"",""Devoured by walkers due to negligence of his father Mike and Terry."",""Dead"","""",""African-American"""
"Axel,""Lew Temple"",""Male"",""Blond"",""Early to mid 40s"",""Possible Motorcycle Mechanic "","" - Brother"",""""""Seed"""""",""""""Home"""""",""Four Walls and a Roof"",""Shot in the head by The Governor."",""Dead"",""	    """"Seed"""" to """"Home"""""",""Caucasian-American"""
"Andrew,""Markice Moore"",""Male"",""Black/Brown"",""Mid 20s"",""Unknown"",""Unknown"",""""""Seed"""""",""""""Killer Within"""""",""Four Walls and a Roof"",""Shot in the head by Oscar."",""Dead"",""	    """"Seed"""" to """"Killer Within"""""",""African-American"""
"Tomas,""Nick Gomez"",""Male"",""Black"",""Early to mid 30s"",""Unknown"",""Unknown"",""""""Seed"""""",""""""Sick"""""",""Four Walls and a Roof"",""Slashed in the head with a machete by Rick Grimes."",""Dead"",""	    """"Seed"""" to """"Sick"""""",""Hispanic-American"""
"""Big Tiny"",""Theodus Crane"",""Male"",""Black"",""Early 30s"",""Unknown"",""Unknown"",""""""Seed"""""",""""""Sick"""""",""Four Walls and a Roof"",""Scratched by a walker and head bashed in by Tomas to prevent reanimation."",""Dead"",""	    """"Seed"""" to """"Sick"""""",""African-American"""
"Welles,""Julio Cesar Cedillo"",""Male"",""Dark brown"",""Early 30s"",""Pilot for the U.S. Military "",""Unknown"",""""""Walk With Me"""""",""""""Made to Suffer"""" "",""Hearts Still Beating"",""Either decapitated by the Governor or a Woodbury resident. Burned by the Governor. "",""Dead"","""",""Hispanic-American"""
"Brady,""Gary Weeks"",""Male"",""Brown"",""Late 30s to early 40s"",""U.S. Military Soldier "",""Unknown"",""""""Walk With Me"""""",""""""Live Bait"""" "",""Hearts Still Beating"",""Shot in the chest by Philip Blake, then had his head bashed in with a rifle stock."",""Dead"","""",""Caucasian-American"""
"Wilson,""Matthew Austin Murray"",""Male"",""Dark brown"",""Late 20s to mid 30s"",""U.S. Military soldier "",""Unknown"",""""""Walk With Me"""""",""""""Live Bait"""" "",""Hearts Still Beating"",""Shot to death by Woodbury soldiers"",""Dead"","""",""Caucasian-American"""
"Franklin,""Mike Mayhall"",""Male"",""Brown"",""Late 20s"",""Soldier for the U.S. Military"",""Unknown"",""""""Walk With Me"""""",""""""Walk With Me"""""",""Hearts Still Beating"",""Helicopter crash. Stabbed in the head by the Governor. "",""Dead"","""",""Caucasian-American"""
"Jeanette,""Sherry Richards"",""Female"",""Black"",""Late 30s to early 40s"",""Unknown"",""Unknown"",""""""Infected"""""",""""""Too Far Gone"""""",""Here's Not Here"",""Devoured by walkers"",""Dead"","""",""African-American"""
"Caesar Martinez,""Jose Pablo Cantillo"",""Male"",""Black"",""Early to mid 30s"",""Coach Former Woodbury Guard Former Second-in-Command of the Woodbury Army Former Leader of the River Camp "","" - Former Wife  - Children "",""""""Walk With Me"""""",""""""Dead Weight"""""",""Here's Not Here"",""Hit in the head and fed to walkers by Philip Blake."",""Dead"",""	    """"Walk With Me"""" to """"Dead Weight"""""",""Hispanic-American"""
"Shumpert,""Travis Love"",""Male"",""Black"",""Mid to late 30s"",""Former Woodbury Guard "",""Unknown"",""""""Walk With Me"""""",""""""Live Bait"""" "",""Home"",""Bitten by a walker Shot in the head by Caesar Martinez "",""Dead"",""	    """"Walk With Me"""" to """"Welcome to the Tombs"""""",""African-American"""
"Mr. Jacobson,""Randy Woods"",""Male"",""White"",""Mid 50s"",""Unknown"",""Unknown"",""""""Killer Within"""""",""""""Internment"""" "",""Honor"",""The flu Stabbed in the head by Glenn Rhee "",""Dead"",""	    """"Killer Within"""" to """"Internment"""""",""African-American"""
"Karen,""Melissa Ponzio"",""Female"",""Dark Brown"",""Mid to late 30s"",""Teacher Former Woodbury Soldier "",""Tyreese Williams - Former Boyfriend "",""""""The Suicide King"""""",""""""Consumed"""" "",""Honor"",""Stabbed in the head and then later burned by Carol Peletier"",""Dead"",""	    """"The Suicide King"""" to """"Infected"""""",""Caucasian-American"""
"Eryn,""Eryn Ridings"",""Female"",""Brown"",""8-10"",""Elementary School Student "","""",""""""Welcome to the Tombs"""""",""""""30 Days Without An Accident"""""",""Honor"",""Killed by the flu, devoured by walkers or during the prison attack."",""Dead"","""",""Caucasian-American"""
"Ms. McLeod,""Lucie O'Ferrall"",""Female"",""Dark Brown"",""Late 60s to Early 70s"","""",""Unknown"",""""""Made to Suffer"""""",""""""Welcome to the Tombs"""""",""Honor"",""Natural causes, shot by The Governor's Militia, devoured by walkers or died of the flu."",""Dead"",""	    """"Made to Suffer"""" to """"Welcome to the Tombs"""""",""Hispanic-American"""
"Milton Mamet,""Dallas Roberts"",""Male"",""Dark blond"",""Early to mid 30s"",""Researcher/Scientist "","" - Parents "",""""""Walk With Me"""""",""""""Welcome to the Tombs"""""",""Hostiles and Calamities"",""Stabbed repeatedly in the abdomen by the Governor and left to bleed out. Stabbed in the head by Andrea. "",""Dead"",""	    """"Walk With Me"""" to """"Welcome to the Tombs"""""",""Caucasian-American"""
"Rowan,""Lindsay Abernathy"",""Female"",""Brown"",""Mid to late 20s"",""Assumed Woodbury Soldier (Post-Apocalypse"",""Unknown"",""""""Walk With Me"""""",""""""Walk With Me"""""",""Hounded"",""Killed by Philip Blake"",""Dead"",""	    """"Walk With Me"""""",""Caucasian-American"""
